Connected to DESKTOP-G71MS8M
Request to change PHY
Request to change connection params
29076688-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29079069-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 39296, 41088, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607
29081450-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29083434-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, 39296, 42623, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, 39296, 41088, 46208, 51584, 54400, 57728, 8388607, 8388607, -8388481, -25985, -24448, 46208, 51584, 54400
29085418-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8386432, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -1, 8388607, -8388608, -8388608, -8388608, -8388608
29087823-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, 39296, 41088, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608
29315977-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29317961-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -4194305, 8388607, -8388608, -8388608, -8388608, -8388608
29320342-8388608, -8388608, 8388607, -8388608, -8353664, 39296, 42623, -18304, -8388608, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, 41088, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 39296, 8388607, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608
29322724-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, 39296, 42623, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, 39296, 41088, 46208, 51584, 54400, 57728, 8388607, 8388607, -8387969, -25985, -24448, 46208, 51584, 54400
29324708-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608
29327089-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 39296, 41088, 8388607, 8388607, -8388608, -8388608, -8388608, -8384897, -25985, -24448
29329513-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, 41088, 46208, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, -1, 8388607, -8388608, -8388608, -8388608
29331850-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29334240-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 39296, 41088, 46208, 51584, 54400, 57728, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, 39296, 41088, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608, -8388481, -25985
29336612-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29562040-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, 39296, 41088, 46208, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, -8352129, -25985, -24448, 46208, 51584
29564393-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8352129, -25985, -24448, 46208, 51584, 54400
29566774-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 39296, 41088, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607
29569155-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29571139-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8386432, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29573123-8388608, -8388608, 8388607, -8388608, -8388608, -8388480, 39296, 42623, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -6291457, 8388607, -8388608, -8388608, -8388608, -8388608
29575543-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, 39296, 42623, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, 39296, 41088, 46208, 51584, 54400, 57728, 8388607, 8388607, -8388481, -25985, -24448, 46208, 51584, 54400
29577488-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8386432, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29579479-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, -8386432, 39296, 41088, 46208, 51584, 54400, 57728, -8388608, -8388608, -8388608, 39296, 41088, 46208, 51584, 54400, 57728, 8388607, 8388607, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608
29581854-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388479, -25985, -24448, 46208, 51584, 54400, 36479, -25985
29809238-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, 39296, 42623, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, 39296, 41088, -8388608, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, 41088, 8388607, 8388607, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608
29811619-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29814000-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607
29816381-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29818365-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8386432, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29820349-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -7340033, 8388607, -8388608, -8388608, -8388608, -8388608
29822730-8388608, -8388608, 8388607, -8388608, -8386432, 39296, 42623, -18304, -8388608, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, 41088, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 39296, 8388607, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608
29825111-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, 39296, 41088, 46208, 51584, 54400, 57728, -8388608, -8388608, -8388480, 39296, 41088, 46208, 51584, 54400, 57728, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
29827095-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8386432, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8286593, -25985, -24448, 46208, 51584, 54400
30052892-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, 39296, 41088, 46208, 51584, 54400, -8388608, -8388608, -8388608, 39296, 41088, 46208, 51584, 54400, 57728, 0, 8388607, 8388607, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608
30055273-8388608, -8388608, 8388607, -8388608, -8386432, 39296, 42623, -18304, -8388608, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, 41088, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 39296, 8388607, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608
30057654-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
30059639-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, -8386432, 39296, 41088, 46208, 51584, 54400, 57728, -8388608, -8388608, -8388608, 39296, 41088, 46208, 51584, 54400, 0, 8388607, 8388607, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608
30062019-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388480, 39296, 41088, 46208, 51584, 54400, 59520, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, -25985, -24448, 46208, 51584, 54400, 8388607, 8388607
30064412-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, 41088, 46208, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388593, -25985, -24448, 46208, 51584, 54400
30066781-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8353664, 39296, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8353664, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 8388607, 8388607, -8388608, 8388607, 8388607, -8388608, -8388608, -8388608
30069167-8388608, -8388608, 8388607, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, 39296, 41088, 46208, 51584, 54400, 57728, -8388608, -8388608, -8388608, -8388608, -8388608, -8388608, -8388480, 39296, 41088, 8388607, 8388607, -8388608, -8388608, -8388608, -8388608, -8388593, -25985
