1246001,-5428254,0,0,-1829774,0,0,492271,-6121216,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1247987,8388607,8388607,-8388608,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1249971,8388607,8388607,-8388608,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1450369,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1452353,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1454337,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1654739,8388607,8388607,-8388608,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1656721,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1857914,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1859899,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1861883,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
2062282,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
2064267,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
2264666,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
2266650,8388607,8388607,-8388608,8388607,8388607,8388607,8359551,-25985,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
