21146095,-8388608,0,0,-8388608,0,0,19245,0,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8354944,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,-8388608,8388607,8388607,-8388608,8388607,8388607,8388607,8388607
21148079,8388607,-8388608,-8388608,-8388608,8388607,8388607,8388607,-1902914,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8354944,8388607,-8388608,8388607,-8388608,-8388608,-8388608,8388607,8388607,-8388608,8388607,-8388608,-8388608,8388607,-8388608,8388607,8388607
21150063,8388607,8388607,-8388608,-8388608,8388607,8388607,8388607,8388607,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,8388607,-8388608,8388607,-8388608,-8388608,8388607,-8388608,8388607,8388607
21352050,8388607,8388607,8388607,8388607,-8388608,-8388608,-6291457,8388607,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21354035,8388607,8388607,8388607,8388607,-8388608,-8388608,-7340033,8388607,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21356019,8388607,8388607,8388607,8388607,-8388608,-8388608,-7340033,8388607,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21358003,8388607,8388607,8388607,8388607,-8388608,-8388608,-7340033,8388607,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21561577,-8388608,8388607,8388607,8388607,-8388608,-8388608,-8353664,38527,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21563561,-8388608,8388607,8388607,8388607,-8388608,-8388608,-8353664,38527,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21565545,-8388608,8388607,8388607,8388607,-8388608,-8388608,-8353664,38527,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21768326,-8388608,8388607,8388607,8388607,-8388608,-8388608,-8388608,8388607,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21770310,-8388608,8388607,8388607,8388607,-8388608,-8388608,-8353664,38527,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21772294,-8388608,8388607,8388607,8388607,-8388608,-8388608,-8353664,38527,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21774279,-8388608,8388607,8388607,8388607,-8388608,-8388608,-8353664,38527,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
21977457,-8388608,8388607,8388607,8388607,-8388608,-8388608,-8388608,8388607,-8388608,-8388608,-8388608,-8388608,-8388608,8388607,-8388608,-8354944,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
