1156984,-8388608,0,0,-1541247,0,0,34944,37376,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1158968,-8388608,8388607,-8388608,8388607,8388607,8388607,7374976,38527,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1160952,-8388608,8388607,-8388608,8388607,8388607,8388607,7374976,38527,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1361351,-8388608,8388607,-8388608,8388607,8388607,8388607,7374976,38527,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1363336,-8388608,8388607,-8388608,8388607,8388607,8388607,7374976,38527,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1365320,-8388608,8388607,-8388608,8388607,8388607,8388607,7340032,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1566514,-8388608,8388607,-8388608,8388607,8388607,8388607,6291456,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1568497,-8388608,8388607,-8388608,8388607,8388607,8388607,7374976,38527,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1570481,-8388608,8388607,-8388608,8388607,8388607,8388607,7374976,38527,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1772071,-8388608,8388607,-8388608,8388607,8388607,8388607,7374976,38527,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1774056,-8388608,8388607,-8388608,8388607,8388607,8388607,7374976,38527,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1776040,-8388608,8388607,-8388608,8388607,8388607,8388607,7374976,38527,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
1977233,-8388608,8388607,-8388608,8388607,8388607,8388607,7374976,38527,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8359551,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607,8388607
