8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
8817038,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
8801165,-8388608,0,0,-8388608,0,0,0,0
