5284659,-8388608,-8388608,-8388608,-8388608,-8388608,0,0,0,4583220,-2129221,-8388608,-5711903,-8388608,-8388608,-8388608,-8388608,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-7731023,-8388608,-8388608,-8388608
5288232,0,0,0,0,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5291802,-8388608,-8388608,-8388608,-8388608,-8388608,0,0,0,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,6469658,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5295373,0,0,0,0,39296,41088,46208,51584,-8388608,-8388608,-8388608,-8388608,-1625635,-8388608,-8388608,-8388608,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5298956,-8388608,-8388608,-8388608,-8388608,-8388608,0,0,0,-8388608,-8388608,-8388608,39296,42880,48626,-145024,54400,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5302516,-3111472,-3111472,-3111472,-3111472,39296,43909,4962688,49714,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,753020,4556461,-6263712,-3104337,5226087,1908576,1672656
5306088,-8388608,-8388608,-8388608,-8388608,-8388608,0,0,0,-8388608,-8388608,-5311457,-8388608,-8388608,-6307643,-8388608,-8388608,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5309659,0,0,0,0,39296,41088,46208,51584,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5313231,-8388608,-8388608,-8388608,-8388608,-8388608,0,0,0,-8388608,-8388608,-8386432,39296,41088,46208,52582,2350464,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5316802,0,0,0,0,39296,41088,46208,51584,-8388608,-8388608,-8388608,329168,-8388608,-8388608,-8388608,-8388608,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5320374,-8388608,-8388608,-8388608,-8388608,-8388608,0,0,0,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,833041,-8388608,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5323956,0,0,0,128,39296,41088,46208,51584,-8388608,4084512,-7030631,-8388608,-8388608,4919604,4446007,5770026,-8388608,-8353664,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-3289919,-8388608,-8388608,-8388608
5327517,51584,54400,57728,63872,0,0,0,0,-8388608,-8388608,-5076864,39296,41606,2078080,51584,54400,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388480,-8388608,-8388608,-8388608,-8388608,-8388608,-8388480,39296,41088
5331088,0,0,0,0,39296,41088,46208,51584,-8388608,-8388608,-8388608,-8388608,5197763,-8388608,-8388608,-8388608,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5334660,-8388608,-8388608,-8388608,-8388608,-8388608,0,0,0,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-7553641,-2147913,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5338235,0,0,0,0,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,3792267,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5341803,-1063260,-3812294,2485500,1373687,6400609,6400609,6400609,6400609,-8388608,-8388608,-8353664,39296,43904,48841,-3094144,54400,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388480,-8388608,-8388608,-5803615,-8388608,-8388608,-6484352,38139,3059264
5345374,0,0,0,0,39296,41088,46208,51584,-8388608,-8388608,-600790,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
5348946,-8388608,-8388608,-8388608,-8388608,-8388608,0,0,0,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388480,39296,41088,46208,51584,54400,57728,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608,-8388608
