8165039,-377962,0,0,5295284,0,0,0,0
8180664,-1136719,-327605,2249855,5441980,7582108,7467626,7805110,7680415
8197265,1281,-136569,1971555,4850355,7602164,8070929,8221179,8222717
8212890,191997,-75919,1603641,4711077,7146222,7598483,7706447,7855789
8228515,79074,-88979,1171473,5280098,7707746,7434299,7502528,7781595
8244140,36442,-136534,693743,5535840,7878448,7091222,7147830,7641225
8260742,-65644,-185016,187401,5423373,7533365,7643011,7799823,7939214
8276367,-61713,-133712,-336819,5164505,7324348,7847629,7917331,8000998
8291992,144550,-127342,-848399,5223045,7129573,7590239,7617597,7841922
8308593,29952,-119796,-1320329,5615917,7826558,7376454,7407732,7739689
8324218,3373,-236953,-1764065,5645134,7775869,7000017,7124350,7600978
8339843,-60648,-238773,-2121181,5616793,7424383,7609980,7826047,7595531
8355468,81105,-113791,-2413180,4556788,7418318,7866142,8034754,8132743
8372070,213868,-173475,-2608396,4748805,7160874,7577737,7702081,7907558
8387695,84498,-286607,-2673742,5181374,8012465,7115503,7318632,7509276
8403320,69500,-388579,-2665244,5540818,7685948,6952424,7288793,7379026
8418945,46389,-293258,-2559803,4837024,7584987,7655481,8173152,7717832
8435546,87461,-102106,-2346006,4811669,7323349,7764831,7948781,8030869
8451171,129976,-126229,-2030778,5035714,7338704,7639814,7729749,7925081
8466796,40854,-73478,-1648586,5319827,8257054,7516005,7618325,8013884
8482421,-16545,-124817,-1210776,5689055,7877563,7530537,7685919,8123311
8499023,-77273,-75026,-722850,5229148,7757662,8196603,8313040,8388607
8514648,74469,-46073,-207957,4872385,7402552,7851270,7931866,8192330
8530273,138863,-137134,310770,5122649,7479516,7466646,7595053,8001814
8545898,61292,-308247,821940,5179545,7979467,7022205,7171802,7520718
8562500,16031,-347982,1281385,5567342,7517350,7288428,7565571,7625193
8578125,-12188,-154076,1709124,4638408,7563884,8052622,8271114,8388607
8593750,206598,-149811,2057996,4642958,7133782,7665618,7798582,7967799
8609375,149180,-139553,2299522,5046139,7647368,7609574,7735772,7884804
8625976,80743,-179076,2483917,5155895,8046246,7129758,7276574,7670565
8641601,-21502,-245273,2557561,5386467,7592596,7496992,7671607,7881579
8657226,51583,-241870,2514655,4796455,7418830,7907627,8154008,7877401
8672851,233941,-263881,2358019,4542987,7266631,7692427,8005461,7949361
8689453,141013,-308943,2108994,4816095,7968421,7400561,7736232,7648848
8705078,94231,-274345,1807268,5110932,7959860,7059290,7363253,7525814
8720703,-28150,-198745,1404180,5301852,7666147,7777288,7956461,8069572
8736328,76013,-130536,942996,4560064,7484240,8035549,8234963,8204277
